"","Section","ShrubID","SiteID","Species","StemLength","StemHeight","StemDiam","CanopyCover","Twigs","Moose","Hare","Ptarmagin","PropMoose","PropHare","PropPtarmagin","BMoose","BHare","BPtarmagin","BinaryBrowse","DistToRoad","RoadSide","GMU","VegCoverGIS","VegCoverOBS","SoilText","SoilMoist","LastBurn","Elevation","Aspect","Slope","X_Cord","Y_Cord","Section","Transect","DaltonHwy_MilePoint","Dist_to_Road_m","Side_of_Road","GMU","ShrubsSampled","ShrubsBrowsed","ShrubsBrowsed_Moose","ShrubsBrowsed_Hare","ShrubsBrowsed_Ptarmagin","Moose_Feces_Count","Hare_Feces_  Count","Ptarmagin_Feces_Count","Avg_StemLength","Avg_VertHeight","Avg_CanopyCover","GIS_Veg_Cover_Coarse","GIS_Veg_Cover_Fine","Observed_Veg_Cover_Coarse","SoilTexture","SoilMoisture","Elevation","Aspect","Slope","X_Cord","Y_Cord","Last Burn"
"49",3,"86-4-D-BENA","86-4","BENA",104,NA,11,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1074.730943,"West","20F","Low Shrub","Tall Shrub","Gravely Sand Loam","Mesic - Xeric",0,575.689697,64,9.57597,-150.278532,66.213405,3,4,86,1074.7,"West","20F",9,4,4,NA,NA,2,NA,NA,122.6,NA,9.44,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Gravely Sand Loam","Mesic - Xeric",575.689697,64,9.57597,-150.278532,66.213405,0
"50",3,"86-4-D-SABE","86-4","SABE",123,NA,12,21,19,3,NA,NA,0.157894737,NA,NA,"Moose",NA,NA,1,1074.730943,"West","20F","Low Shrub","Tall Shrub","Gravely Sand Loam","Mesic - Xeric",0,575.689697,64,9.57597,-150.278532,66.213405,3,4,86,1074.7,"West","20F",9,4,4,NA,NA,2,NA,NA,122.6,NA,9.44,"Low Shrub","Low Betula nana-Low Willow","Tall Shrub","Gravely Sand Loam","Mesic - Xeric",575.689697,64,9.57597,-150.278532,66.213405,0
"51",4,"97-1-B-SAPU","97-1","SAPU",161,144,25,14,28,NA,NA,4,NA,NA,0.142857143,NA,NA,"Ptarmagin",1,926.812684,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,556.594971,67,6.396444,-150.432109,66.348765,4,1,97,926.8,"East","24A",10,1,NA,NA,1,NA,NA,NA,131.9,101.8,8.4,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",556.594971,67,6.396444,-150.432109,66.348765,2004
"52",4,"97-1-C-BENA","97-1","BENA",63,29,7,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,926.812684,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,556.594971,67,6.396444,-150.432109,66.348765,4,1,97,926.8,"East","24A",10,1,NA,NA,1,NA,NA,NA,131.9,101.8,8.4,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",556.594971,67,6.396444,-150.432109,66.348765,2004
"53",4,"97-1-D-BENA","97-1","BENA",121,53,14,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,926.812684,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,556.594971,67,6.396444,-150.432109,66.348765,4,1,97,926.8,"East","24A",10,1,NA,NA,1,NA,NA,NA,131.9,101.8,8.4,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",556.594971,67,6.396444,-150.432109,66.348765,2004
"54",4,"97-1-D-SAPU","97-1","SAPU",89,76,20,18,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,926.812684,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,556.594971,67,6.396444,-150.432109,66.348765,4,1,97,926.8,"East","24A",10,1,NA,NA,1,NA,NA,NA,131.9,101.8,8.4,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",556.594971,67,6.396444,-150.432109,66.348765,2004
"55",4,"97-2-A-BENA","97-2","BENA",102,64,9,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,888.474156,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,560.389526,70,6.330689,-150.43305,66.348843,4,2,97,888.5,"East","24A",10,2,NA,NA,2,NA,NA,NA,140.6,116.4,12.6,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",560.389526,70,6.330689,-150.43305,66.348843,2004
"56",4,"97-2-B-BENA","97-2","BENA",91,53,13,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,888.474156,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,560.389526,70,6.330689,-150.43305,66.348843,4,2,97,888.5,"East","24A",10,2,NA,NA,2,NA,NA,NA,140.6,116.4,12.6,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",560.389526,70,6.330689,-150.43305,66.348843,2004
"57",4,"97-2-B-SAPU","97-2","SAPU",189,157,30,52,57,NA,NA,3,NA,NA,0.052631579,NA,NA,"Ptarmagin",1,888.474156,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,560.389526,70,6.330689,-150.43305,66.348843,4,2,97,888.5,"East","24A",10,2,NA,NA,2,NA,NA,NA,140.6,116.4,12.6,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",560.389526,70,6.330689,-150.43305,66.348843,2004
"58",4,"97-2-C-SAPU","97-2","SAPU",118,101,19,0,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,888.474156,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,560.389526,70,6.330689,-150.43305,66.348843,4,2,97,888.5,"East","24A",10,2,NA,NA,2,NA,NA,NA,140.6,116.4,12.6,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",560.389526,70,6.330689,-150.43305,66.348843,2004
"59",4,"97-3-A-BENA","97-3","BENA",91,57,10,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,924.995234,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Gravely Sand Loam","Mesic",2004,557.015015,71,7.919354,-150.432427,66.349149,4,3,97,925,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,110.4,86.42857143,14.57,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Tall Shrub","Gravely Sand Loam","Mesic",557.015015,71,7.919354,-150.432427,66.349149,2004
"60",4,"97-3-D-BENA","97-3","BENA",75,49,7,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,924.995234,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Gravely Sand Loam","Mesic",2004,557.015015,71,7.919354,-150.432427,66.349149,4,3,97,925,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,110.4,86.42857143,14.57,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Tall Shrub","Gravely Sand Loam","Mesic",557.015015,71,7.919354,-150.432427,66.349149,2004
"61",4,"97-3-D-SAPU","97-3","SAPU",124,107,24,17,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,924.995234,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Tall Shrub","Gravely Sand Loam","Mesic",2004,557.015015,71,7.919354,-150.432427,66.349149,4,3,97,925,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,110.4,86.42857143,14.57,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Tall Shrub","Gravely Sand Loam","Mesic",557.015015,71,7.919354,-150.432427,66.349149,2004
"62",4,"97-4-B-BENA","97-4","BENA",115,59,12,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,898.750829,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,558.840271,63,3.962788,-150.433152,66.349294,4,4,97,898.8,"East","24A",8,NA,NA,NA,NA,NA,NA,NA,134.6,106.625,9.13,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",558.840271,63,3.962788,-150.433152,66.349294,2004
"63",4,"97-4-D-BENA","97-4","BENA",98,54,13,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,898.750829,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Gravely Sand Loam","Mesic",2004,558.840271,63,3.962788,-150.433152,66.349294,4,4,97,898.8,"East","24A",8,NA,NA,NA,NA,NA,NA,NA,134.6,106.625,9.13,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Gravely Sand Loam","Mesic",558.840271,63,3.962788,-150.433152,66.349294,2004
"64",5,"102-1-B-BENA","102-1","BENA",81,NA,11,0,18,NA,NA,2,NA,NA,0.111111111,NA,NA,"Ptarmagin",1,978.645101,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",2004,428.203827,339,4.033863,-150.565499,66.400721,5,1,102,978.6,"West","24A",9,5,2,NA,5,NA,NA,NA,100.8,NA,NA,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Sandy Loam","Mesic",428.203827,339,4.033863,-150.565499,66.400721,2004
"65",5,"102-1-C-BENA","102-1","BENA",109,NA,11,0,37,NA,NA,3,NA,NA,0.081081081,NA,NA,"Ptarmagin",1,978.645101,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",2004,428.203827,339,4.033863,-150.565499,66.400721,5,1,102,978.6,"West","24A",9,5,2,NA,5,NA,NA,NA,100.8,NA,NA,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Sandy Loam","Mesic",428.203827,339,4.033863,-150.565499,66.400721,2004
"66",5,"102-1-C-SAPU","102-1","SAPU",149,NA,21,0,55,1,NA,4,0.018181818,NA,0.072727273,"Moose",NA,"Ptarmagin",1,978.645101,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",2004,428.203827,339,4.033863,-150.565499,66.400721,5,1,102,978.6,"West","24A",9,5,2,NA,5,NA,NA,NA,100.8,NA,NA,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Sandy Loam","Mesic",428.203827,339,4.033863,-150.565499,66.400721,2004
"67",5,"102-1-D-SAPU","102-1","SAPU",67,NA,13,0,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,978.645101,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",2004,428.203827,339,4.033863,-150.565499,66.400721,5,1,102,978.6,"West","24A",9,5,2,NA,5,NA,NA,NA,100.8,NA,NA,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Sandy Loam","Mesic",428.203827,339,4.033863,-150.565499,66.400721,2004
"68",5,"102-2-A-SAPU","102-2","SAPU",94,NA,13,0,22,1,NA,7,0.045454545,NA,0.318181818,"Moose",NA,"Ptarmagin",1,973.266715,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Sandy Loam","Mesic",2004,426.001434,321,4.435797,-150.566012,66.400957,5,2,102,973.3,"West","24A",11,6,1,NA,6,NA,NA,1,100.7,NA,NA,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Sandy Loam","Mesic",426.001434,321,4.435797,-150.566012,66.400957,2004
"69",5,"102-2-B-BENA","102-2","BENA",63,NA,11,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,973.266715,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Sandy Loam","Mesic",2004,426.001434,321,4.435797,-150.566012,66.400957,5,2,102,973.3,"West","24A",11,6,1,NA,6,NA,NA,1,100.7,NA,NA,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Sandy Loam","Mesic",426.001434,321,4.435797,-150.566012,66.400957,2004
"70",5,"102-2-C-BENA","102-2","BENA",167,NA,16,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,973.266715,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Sandy Loam","Mesic",2004,426.001434,321,4.435797,-150.566012,66.400957,5,2,102,973.3,"West","24A",11,6,1,NA,6,NA,NA,1,100.7,NA,NA,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Sandy Loam","Mesic",426.001434,321,4.435797,-150.566012,66.400957,2004
"71",5,"102-2-C-SAPU","102-2","SAPU",91,NA,21,0,42,NA,NA,5,NA,NA,0.119047619,NA,NA,"Ptarmagin",1,973.266715,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Sandy Loam","Mesic",2004,426.001434,321,4.435797,-150.566012,66.400957,5,2,102,973.3,"West","24A",11,6,1,NA,6,NA,NA,1,100.7,NA,NA,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Sandy Loam","Mesic",426.001434,321,4.435797,-150.566012,66.400957,2004
"72",5,"102-3-A-BENA","102-3","BENA",118,NA,7,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,939.238254,"West","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic",2004,424.339783,330,3.896938,-150.565669,66.401242,5,3,102,939.2,"West","24A",9,4,1,NA,4,NA,NA,NA,102.7,NA,5,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic",424.339783,330,3.896938,-150.565669,66.401242,2004
"73",5,"102-3-A-SAPU","102-3","SAPU",138,NA,23,0,32,2,NA,5,0.0625,NA,0.15625,"Moose",NA,"Ptarmagin",1,939.238254,"West","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic",2004,424.339783,330,3.896938,-150.565669,66.401242,5,3,102,939.2,"West","24A",9,4,1,NA,4,NA,NA,NA,102.7,NA,5,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic",424.339783,330,3.896938,-150.565669,66.401242,2004
"74",5,"102-3-B-BENA","102-3","BENA",72,NA,16,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,939.238254,"West","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic",2004,424.339783,330,3.896938,-150.565669,66.401242,5,3,102,939.2,"West","24A",9,4,1,NA,4,NA,NA,NA,102.7,NA,5,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic",424.339783,330,3.896938,-150.565669,66.401242,2004
"75",5,"102-3-D-SAPU","102-3","SAPU",97,NA,16,0,28,NA,NA,3,NA,NA,0.107142857,NA,NA,"Ptarmagin",1,939.238254,"West","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic",2004,424.339783,330,3.896938,-150.565669,66.401242,5,3,102,939.2,"West","24A",9,4,1,NA,4,NA,NA,NA,102.7,NA,5,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic",424.339783,330,3.896938,-150.565669,66.401242,2004
"76",5,"102-4-A-BENA","102-4","BENA",88,NA,11,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,934.189604,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",2004,423.102509,349,3.666453,-150.566049,66.401434,5,4,103,934.2,"West","24A",10,4,4,NA,4,NA,NA,NA,114.6,NA,4.7,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Sandy Loam","Mesic",423.102509,349,3.666453,-150.566049,66.401434,2004
"77",5,"102-4-A-SAPU","102-4","SAPU",98,NA,17,0,26,2,NA,3,0.076923077,NA,0.115384615,"Moose",NA,"Ptarmagin",1,934.189604,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",2004,423.102509,349,3.666453,-150.566049,66.401434,5,4,103,934.2,"West","24A",10,4,4,NA,4,NA,NA,NA,114.6,NA,4.7,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Sandy Loam","Mesic",423.102509,349,3.666453,-150.566049,66.401434,2004
"78",5,"102-4-C-BENA","102-4","BENA",97,NA,15,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,934.189604,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",2004,423.102509,349,3.666453,-150.566049,66.401434,5,4,103,934.2,"West","24A",10,4,4,NA,4,NA,NA,NA,114.6,NA,4.7,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Sandy Loam","Mesic",423.102509,349,3.666453,-150.566049,66.401434,2004
"79",5,"102-4-C-SAPU","102-4","SAPU",122,NA,18,0,37,3,NA,3,0.081081081,NA,0.081081081,"Moose",NA,"Ptarmagin",1,934.189604,"West","24A","Low Shrub","Low Shrub","Sandy Loam","Mesic",2004,423.102509,349,3.666453,-150.566049,66.401434,5,4,103,934.2,"West","24A",10,4,4,NA,4,NA,NA,NA,114.6,NA,4.7,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Sandy Loam","Mesic",423.102509,349,3.666453,-150.566049,66.401434,2004
"80",6,"111-1-A-BENA","111-1","BENA",45,37,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,640.914524,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,512.854736,12,8.158982,-150.736683,66.498494,6,1,111,640.9,"West","24A",8,NA,NA,NA,NA,NA,NA,NA,108.3,83.125,13.63,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",512.854736,12,8.158982,-150.736683,66.498494,0
"81",6,"111-1-B-BENA","111-1","BENA",89,51,9,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,640.914524,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,512.854736,12,8.158982,-150.736683,66.498494,6,1,111,640.9,"West","24A",8,NA,NA,NA,NA,NA,NA,NA,108.3,83.125,13.63,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",512.854736,12,8.158982,-150.736683,66.498494,0
"82",6,"111-2-A-BENA","111-2","BENA",70,39,11,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,685.564701,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,516.430603,8,6.353059,-150.737535,66.498284,6,2,111,685.6,"West","24A",9,NA,NA,NA,NA,NA,NA,NA,91.8,70.33333333,7.67,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",516.430603,8,6.353059,-150.737535,66.498284,0
"83",6,"111-2-C-SAPU","111-2","SAPU",87,78,14,0,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,685.564701,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,516.430603,8,6.353059,-150.737535,66.498284,6,2,111,685.6,"West","24A",9,NA,NA,NA,NA,NA,NA,NA,91.8,70.33333333,7.67,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",516.430603,8,6.353059,-150.737535,66.498284,0
"84",6,"111-2-D-BENA","111-2","BENA",75,31,6,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,685.564701,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,516.430603,8,6.353059,-150.737535,66.498284,6,2,111,685.6,"West","24A",9,NA,NA,NA,NA,NA,NA,NA,91.8,70.33333333,7.67,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",516.430603,8,6.353059,-150.737535,66.498284,0
"85",6,"111-3-A-BENA","111-3","BENA",108,46,7,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,664.632709,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,511.257965,359,9.703425,-150.737553,66.498636,6,3,111,664.6,"West","24A",8,NA,NA,NA,NA,NA,NA,NA,131.4,93.375,19,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",511.257965,359,9.703425,-150.737553,66.498636,0
"86",6,"111-3-D-BENA","111-3","BENA",95,38,7,3,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,664.632709,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,511.257965,359,9.703425,-150.737553,66.498636,6,3,111,664.6,"West","24A",8,NA,NA,NA,NA,NA,NA,NA,131.4,93.375,19,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",511.257965,359,9.703425,-150.737553,66.498636,0
"87",6,"111-4-A-BENA","111-4","BENA",112,61,10,0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,707.594422,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,515.006653,353,8.170983,-150.73833,66.498407,6,4,111,707.6,"West","24A",8,NA,NA,NA,NA,NA,NA,NA,121.4,95.125,5.13,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",515.006653,353,8.170983,-150.73833,66.498407,0
"88",6,"111-4-C-BENA","111-4","BENA",51,30,7,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,707.594422,"West","24A","Tall Shrub (Open-Closed)","Low Shrub","Gravely Sand Loam","Mesic",0,515.006653,353,8.170983,-150.73833,66.498407,6,4,111,707.6,"West","24A",8,NA,NA,NA,NA,NA,NA,NA,121.4,95.125,5.13,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Gravely Sand Loam","Mesic",515.006653,353,8.170983,-150.73833,66.498407,0
"89",7,"121-1-C-BENA","121-1","BENA",60,36,11,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1394.51987,"East","24A","Tall Shrub (Open-Closed)","Low Shrub","Clay Loam","Mesic",2005,466.470276,61,7.209129,-150.675843,66.599029,7,1,121,1394.5,"East","24A",7,1,1,NA,NA,NA,NA,NA,97.4,74.57142857,1.57,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Clay Loam","Mesic",466.470276,61,7.209129,-150.675843,66.599029,2005
"90",7,"121-1-D-BENA","121-1","BENA",73,42,19,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1394.51987,"East","24A","Tall Shrub (Open-Closed)","Low Shrub","Clay Loam","Mesic",2005,466.470276,61,7.209129,-150.675843,66.599029,7,1,121,1394.5,"East","24A",7,1,1,NA,NA,NA,NA,NA,97.4,74.57142857,1.57,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Clay Loam","Mesic",466.470276,61,7.209129,-150.675843,66.599029,2005
"91",7,"121-2-A-BENA","121-2","BENA",78,45,15,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1360.369622,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",2005,467.582397,57,7.419251,-150.676297,66.599294,7,2,121,1360.4,"East","24A",6,NA,NA,NA,NA,NA,NA,NA,111.2,78.16666667,3.5,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Clay Loam","Mesic",467.582397,57,7.419251,-150.676297,66.599294,2005
"92",7,"121-2-B-BENA","121-2","BENA",101,47,16,0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1360.369622,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",2005,467.582397,57,7.419251,-150.676297,66.599294,7,2,121,1360.4,"East","24A",6,NA,NA,NA,NA,NA,NA,NA,111.2,78.16666667,3.5,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Clay Loam","Mesic",467.582397,57,7.419251,-150.676297,66.599294,2005
"93",7,"121-3-C-BENA","121-3","BENA",83,36,13,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1376.839212,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",2005,462.586914,66,7.264894,-150.675497,66.599464,7,3,121,1376.8,"East","24A",6,NA,NA,NA,NA,NA,NA,NA,97.8,61.33333333,3.33,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Clay Loam","Mesic",462.586914,66,7.264894,-150.675497,66.599464,2005
"94",7,"121-3-D-BENA","121-3","BENA",88,37,15,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1376.839212,"East","24A","Low Shrub","Low Shrub","Clay Loam","Mesic",2005,462.586914,66,7.264894,-150.675497,66.599464,7,3,121,1376.8,"East","24A",6,NA,NA,NA,NA,NA,NA,NA,97.8,61.33333333,3.33,"Low Shrub","Low Betula nana-Low Willow","Low Shrub","Clay Loam","Mesic",462.586914,66,7.264894,-150.675497,66.599464,2005
"95",7,"121-4-A-BENA","121-4","BENA",61,33,21,0,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1343.63337,"East","24A","Tall Shrub (Open-Closed)","Low Shrub","Clay Loam","Mesic",2005,462.975769,50,6.55981,-150.675949,66.599719,7,4,121,1343.6,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,119.6,90,8.29,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Clay Loam","Mesic",462.975769,50,6.55981,-150.675949,66.599719,2005
"96",7,"121-4-B-BENA","121-4","BENA",58,29,8,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1343.63337,"East","24A","Tall Shrub (Open-Closed)","Low Shrub","Clay Loam","Mesic",2005,462.975769,50,6.55981,-150.675949,66.599719,7,4,121,1343.6,"East","24A",7,NA,NA,NA,NA,NA,NA,NA,119.6,90,8.29,"Tall Shrub (Open-Closed)","Tall Shrub","Low Shrub","Clay Loam","Mesic",462.975769,50,6.55981,-150.675949,66.599719,2005
"97",8,"129-1-A-BENA","129-1","BENA",104,71,16,0,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,982.902287,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Hydric",2005,301.875214,348,5.919549,-150.647865,66.709988,8,1,129,982.9,"East","24A",8,1,NA,1,NA,NA,NA,NA,134.6,107.875,7.25,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic - Hydric",301.875214,348,5.919549,-150.647865,66.709988,2005
"98",8,"129-1-B-BENA","129-1","BENA",131,89,21,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,982.902287,"East","24A","Tussock Tundra (Low shrub or Herbaceous)","Low Shrub","Sandy Loam","Mesic - Hydric",2005,301.875214,348,5.919549,-150.647865,66.709988,8,1,129,982.9,"East","24A",8,1,NA,1,NA,NA,NA,NA,134.6,107.875,7.25,"Tussock Tundra (Low shrub or Herbaceous)","Low Shrub-Tussock Tundra","Low Shrub","Sandy Loam","Mesic - Hydric",301.875214,348,5.919549,-150.647865,66.709988,2005
